"","day","temp","dewp","wdsp","NUM_COLLISIONS"
"1163",1,66.6,55.9,4.7,0.309823677581864
"1164",3,73,66.9,11.9,0.261964735516373
"1166",5,75.8,71,10.3,0.904282115869018
"1167",6,73.8,71.2,5.6,0.843828715365239
"1168",7,68.6,65.6,12.6,0.967254408060453
"1169",2,67.7,59.2,8.8,0.435768261964736
"1170",1,68.2,65,8.4,0.244332493702771
"1171",3,67.6,57.8,14.5,0.498740554156171
"1172",4,70.8,58.4,10.1,0.498740554156171
"1173",5,72.8,61.9,6.2,0.924433249370277
"1174",6,69.3,65.6,5.9,0.914357682619647
"1175",7,70.1,66.5,6.4,0.954659949622166
"1176",2,70.4,66.2,5.2,0.690176322418136
"1177",1,70.7,65.3,8.9,0.44080604534005
"1178",3,63.9,52.9,17.3,0.612090680100756
"1179",4,63.5,55.8,10.4,0.478589420654912
"1180",5,62.4,55.2,9.8,0.302267002518892
"1181",6,61.5,54.2,9.2,0.599496221662469
"1182",7,61.2,50.2,10.3,0.513853904282116
"1183",2,59.4,47.2,11.4,0.443324937027708
"1184",1,59.4,50.9,7,0.282115869017632
"1185",3,66.8,62,6.7,0.516372795969773
"1186",4,69.3,65.6,7.8,0.443324937027708
"1187",5,70.5,68.3,15.5,0.63727959697733
"1188",6,59.7,55.3,21.4,0.760705289672544
"1190",2,55.5,50.4,22.1,0.44080604534005
"1191",1,56.2,46.7,19.2,0.390428211586902
"1192",3,58.6,52.1,17.1,0.544080604534005
"1193",4,59.4,51.7,10.5,0.629722921914358
"1194",5,57,50.5,5.4,0.722921914357683
"1195",6,59.8,51.9,8.2,0.717884130982368
"1196",7,58.9,52.7,10.9,0.964735516372796
"1197",2,59.2,49.2,13.1,0.675062972292191
"1198",1,56,46.7,8.1,0.448362720403023
"1199",3,60.2,55.1,7.6,0.312342569269521
"1200",4,64.4,61.2,8.3,0.863979848866499
"1201",5,63.8,57.7,11.2,0.697732997481108
"1202",6,57.1,42,10.4,0.760705289672544
"1203",7,60.1,47.3,11.7,0.743073047858942
"1204",2,52.7,39.6,8.2,0.463476070528967
"1205",1,46.1,28,13.7,0.428211586901763
"1206",3,42.8,24.8,12.6,0.720403022670025
"1207",4,58.2,45.6,21.3,0.838790931989924
"1208",5,62.7,52.4,8.7,0.853904282115869
"1209",6,60.5,55.7,9.7,0.717884130982368
"1210",7,56.2,43,15.4,0.909319899244333
"1211",2,51.5,38.3,9.4,0.347607052896725
"1212",1,57,51.7,6.9,0.355163727959698
"1213",3,52.3,39.8,12.9,0.798488664987406
"1214",4,46.7,36.2,5.9,0.629722921914358
"1215",5,53.8,46.9,13.2,0.775818639798489
"1216",6,63.2,60.9,17.6,0.972292191435768
"1217",7,57.4,41.6,11.1,0.773299748110831
"1220",3,58.3,49.4,7.8,0.584382871536524
"1221",4,54.4,50.7,6.4,0.690176322418136
"1222",5,57,49.3,7.4,0.732997481108312
"1223",6,58.9,55.9,7.6,0.778337531486146
"1224",7,62.3,60.4,11.3,0.591939546599496
"1225",2,61.4,54.7,10.9,0.299748110831234
"1226",1,53.2,35.5,11,0.229219143576826
"1227",3,51.4,37.7,7.9,0.589420654911839
"1228",4,55.8,50.8,7.9,0.947103274559194
"1229",5,56.1,53.7,20.5,0.375314861460957
"1230",6,52.5,49,11.5,0.644836272040302
"1231",7,58.3,47.5,16.9,0.7455919395466
"1232",2,49,29,18.7,0.584382871536524
"1233",1,47.6,32.3,14.3,0.299748110831234
"1234",3,54,41.2,8.3,0.596977329974811
"1235",4,45.3,31.2,11.9,0.763224181360202
"1236",5,42.9,33.8,3.2,0.622166246851385
"1239",2,48.8,34.7,14.3,0.544080604534005
"1240",1,50.1,45.5,6.6,0.125944584382872
"1241",3,45.2,35.2,17.4,0.81360201511335
"1242",4,37.5,17,11.7,0.886649874055416
"1243",5,39.6,26.8,4.3,0.846347607052897
"1244",6,50.1,41.2,10.8,0.00503778337531486
"1245",7,52.6,48.4,7.5,0.249370277078086
"1246",2,54.5,50.4,9.4,0.319899244332494
"1247",1,46.1,38.8,9.4,0.181360201511335
"1248",3,40.5,26.7,11.3,0.579345088161209
"1249",4,40.1,32.7,7.9,0.919395465994962
"1250",5,53.6,51.9,9.1,0.690176322418136
"1251",6,53.5,47.1,13,0.609571788413098
"1252",7,45.6,32,10.9,0.753148614609572
"1253",2,45.6,34,6.1,0.624685138539043
"1254",1,45.4,40.9,6.2,0.261964735516373
"1255",3,50.8,45.5,9.2,0.722921914357683
"1256",4,47.4,42.3,11.3,0.596977329974811
"1257",5,43.7,32.9,8.7,0.488664987405542
"1258",6,51.1,46.4,9.3,0.722921914357683
"1259",7,52.2,50,5.8,0.788413098236776
"1260",2,55,46.1,9.8,0.496221662468514
"1261",1,53.6,46.9,7.5,0.423173803526448
"1262",3,52.6,48.2,7.9,0.644836272040302
"1263",4,58,51.5,15,0.942065491183879
"1264",5,46.5,35.5,12.3,0.73551637279597
"1265",6,48.9,43.7,9.7,0.916876574307305
"1266",7,54.2,52.4,11.3,0.972292191435768
"1267",2,42.1,24.9,16.7,0.612090680100756
"1268",1,38.5,19.5,14,0.299748110831234
"1269",3,49.5,40.8,14.3,0.581863979848867
"1270",4,54.8,52.1,11.3,0.801007556675063
"1272",6,57.7,55.8,15.6,0.55919395465995
"1274",2,51.4,42.3,11.3,0.035264483627204
"1275",1,52.9,49,13.1,0.345088161209068
"1276",3,40.9,30,18.5,0.27455919395466
"1277",4,42.8,35.9,15.6,0.382871536523929
"1278",5,44.8,40.6,8.8,0.302267002518892
"1279",6,46.5,41.8,11,0.367758186397985
"1280",7,41.2,28,10.2,0.0121951219512195
"1281",2,37.7,22.9,12.5,0.0829268292682927
"1282",1,44.4,29.4,15.5,0.107317073170732
"1283",3,38.2,27.4,13.5,0.519512195121951
"1284",4,27.7,18.1,20.3,0.614634146341463
"1285",5,33.5,19.3,8.3,0.578048780487805
"1286",6,40.5,29.9,6.8,0.375609756097561
"1287",7,41.3,33.1,11.8,0.521951219512195
"1288",2,45.9,38.6,9.3,0.404878048780488
"1289",1,51.3,49,16.2,0.180487804878049
"1290",3,43.2,30.5,17.5,0.712195121951219
"1291",4,33,19.1,7.9,0.607317073170732
"1292",5,32.9,18.2,18,0.529268292682927
"1293",6,28.9,14.7,11.4,0.509756097560976
"1294",7,36.5,25.6,7.2,0.814634146341463
"1295",2,45.7,42.5,15.7,0.426829268292683
"1296",1,40.2,32.3,7.7,0.153658536585366
"1297",3,34.4,24.9,15.3,0.226829268292683
"1298",4,25.5,4.8,21.7,0.668292682926829
"1299",5,29.4,11.2,18.9,0.573170731707317
"1300",6,30.9,10.8,14.5,0.678048780487805
"1301",7,28,11.8,13.1,0.765853658536585
"1302",2,34.6,25.4,17.5,0.0341463414634146
"1303",1,34.5,27.9,25.6,0.314634146341463
"1304",3,33.5,21.2,6.5,0.658536585365854
"1305",4,42.2,36.4,11.1,0.84390243902439
"1306",5,43,36.7,9.4,0.68780487804878
"1307",6,35,24.4,4.3,0.714634146341463
"1308",7,41.3,36.8,5.9,0.626829268292683
"1309",2,37.8,27.3,11.6,0.507317073170732
"1310",1,45,39,12.5,0.351219512195122
"1311",3,47.6,43.1,11.8,0.8
"1312",4,43.2,32.2,6.5,0.787804878048781
"1313",5,42.6,37.8,11.9,0.465853658536585
"1314",6,51.6,49.4,13,0.539024390243902
"1315",7,40.8,38.4,17.9,0.534146341463415
"1316",2,32.3,23.3,12.1,0.402439024390244
"1317",1,38.7,30.1,6.7,0.0853658536585366
"1318",3,36.4,31.4,25.8,0.275609756097561
"1319",4,33.1,27.8,11.5,0.446341463414634
"1320",5,33.5,28,4.2,0.363414634146341
"1321",6,31.5,21.3,11.2,0.570731707317073
"1322",7,19.3,4.2,14,0.585365853658537
"1323",2,23.5,11.8,12.2,0.224390243902439
"1326",4,44.5,41.7,18.5,0.553658536585366
"1327",5,41.5,35.8,12,0.334146341463415
"1328",6,36,23.1,12.5,0.497560975609756
"1329",7,34.7,21.7,10.7,0.351219512195122
"1330",2,42.8,36.4,12.5,0.407317073170732
"1331",1,46.8,38.5,11.2,0.226829268292683
"1332",3,41.8,31.7,9.2,0.553658536585366
"1333",4,36.5,26.3,9.9,0.573170731707317
"1334",5,46.9,43.7,12.7,0.663414634146341
"1335",6,51,47.1,20.9,0.670731707317073
"1336",7,40.2,23.9,20.8,0.214634146341463
"1337",2,30.7,11.4,11.6,0
"1338",1,42.8,31.7,16.6,0.295121951219512
"1339",3,47.8,40.9,17,0.55609756097561
"1340",4,43.2,29,12.1,0.668292682926829
"1341",5,45.7,38.8,18.2,0.646341463414634
"1342",6,29.9,11.8,12.2,0.578048780487805
"1343",7,33.9,26.2,8.5,0.724390243902439
"1344",2,34.8,22.6,20.8,0.519512195121951
"1345",1,33.2,18.7,3.1,0.273170731707317
"1346",3,36.8,26.1,9,0.446341463414634
"1347",4,44.4,36.5,8.5,0.595121951219512
"1348",5,46.4,41.8,9.4,0.663414634146341
"1349",6,49.6,43.8,10.9,0.58780487804878
"1350",7,46.8,42.9,10.1,0.692682926829268
"1351",2,41.2,35.4,6.6,0.578048780487805
"1352",1,50.1,35.2,11.8,0.114634146341463
"1353",3,43.8,33.8,12.3,0.614634146341463
"1354",4,48.3,45.7,17.3,0.536585365853659
"1355",5,45.2,41.9,15.7,0.58780487804878
"1356",6,45.4,42.5,8.5,0.546341463414634
"1357",7,47,37,12.3,0.624390243902439
"1358",2,40,21.4,10,0.370731707317073
"1359",1,37.2,22.6,11.3,0.221951219512195
"1360",3,37.4,32,16,0.558536585365854
"1361",4,40.8,23.9,16,0.585365853658537
"1362",5,48.6,40.2,13.5,0.568292682926829
"1363",6,45.1,38.1,11.3,0.602439024390244
"1364",7,50.8,48.5,10.8,0.385365853658537
"1365",2,44.8,37.6,15.1,0.346341463414634
"1366",1,40,32.8,5.4,0.173170731707317
"1367",3,45.1,41.4,11.8,0.658536585365854
"1368",4,48.6,34.9,19.6,0.719512195121951
"1369",5,43.4,24.8,13.2,0.639024390243902
"1370",6,51,44.6,13.1,0.64390243902439
"1371",7,54.8,52.5,18.2,0.765853658536585
"1372",2,50.4,47.7,8.5,0.509756097560976
"1373",1,41.7,32.9,17.5,0.480487804878049
"1374",3,36.5,22.1,10.3,0.719512195121951
"1375",4,35.1,23.5,19.5,0.692682926829268
"1376",5,37,15.3,10.7,0.585365853658537
"1377",6,50.9,44.8,21.9,0.590243902439024
"1378",7,49.7,43.2,15.9,0.751219512195122
"1379",2,41.8,25.1,9.7,0.412195121951219
"1380",1,40.6,23.9,15.7,0.270731707317073
"1381",3,47.8,38.9,12.8,0.575609756097561
"1382",4,52.5,48.6,13.6,0.609756097560976
"1383",5,46.7,34.2,12.9,0.760975609756098
"1384",6,44,32.4,15.8,0.697560975609756
"1385",7,46.4,28.4,17.6,0.841463414634146
"1386",2,44.3,33.2,22.9,0.709756097560976
"1387",1,45.8,36.5,15.4,0.439024390243902
"1388",3,49.5,35.9,6,0.729268292682927
"1389",4,46.9,40,7.9,0.839024390243902
"1390",5,47.3,33.8,11.7,0.753658536585366
"1391",6,49.6,39,13.4,0.746341463414634
"1392",7,55.4,48.4,10.2,0.860975609756098
"1393",2,53.4,49.8,9.3,0.636585365853659
"1394",1,49.1,31.2,13.4,0.146341463414634
"1395",3,48.4,36.3,9.2,0.24390243902439
"1396",4,46.8,42.8,9.4,0.221951219512195
"1397",5,45,36.9,7.8,0.297560975609756
"1398",6,47.7,34.1,10.1,0.246341463414634
"1399",7,46.1,33.9,9.4,0.314634146341463
"1400",2,47.3,33.1,8.7,0.470731707317073
"1401",1,45.2,36.3,6.1,0.234146341463415
"1402",3,51.3,48,10.6,0.490243902439024
"1403",4,48.2,45,9,0.787804878048781
"1404",5,47.3,43.5,12.8,0.646341463414634
"1405",6,45.5,43.9,21.5,0.580487804878049
"1406",7,48.5,43.5,16.5,0.829268292682927
"1407",2,52.5,48.8,8.1,0.446341463414634
"1408",1,48.5,46.1,9.6,0.495121951219512
"1409",3,54,40.6,13.8,0.629268292682927
"1410",4,51.9,38.2,9,0.536585365853659
"1411",5,55.6,42.2,7.6,0.758536585365854
"1412",6,55.2,45.5,4.4,0.868292682926829
"1413",7,55.5,51.7,8.3,0.921951219512195
"1414",2,59.4,54,8.1,0.490243902439024
"1415",1,55.7,46.4,16.3,0.297560975609756
"1416",3,50.8,31.4,19.8,0.863414634146341
"1417",4,55,44.5,11.9,0.575609756097561
"1418",5,55.5,45.2,11,0.702439024390244
"1419",6,53.9,44.5,6.7,0.746341463414634
"1420",7,56.4,47.9,6.6,0.960975609756098
"1421",2,55.7,48.8,6.5,0.439024390243902
"1422",1,56.3,52.2,14.2,0.446341463414634
"1423",3,59.4,50.3,9.6,0.64390243902439
"1424",4,54.6,52,10.7,0.748780487804878
"1425",5,57.9,53.4,8.7,0.841463414634146
"1426",6,65.7,53.9,7.7,0.863414634146341
"1427",7,60,55.8,8.2,0.924390243902439
"1428",2,62.5,57.3,11.6,0.582926829268293
"1429",1,64.6,58.2,7.7,0.434146341463415
"1430",3,62.4,60.5,9,0.202439024390244
"1431",4,62.8,60.6,10.1,0.907317073170732
"1432",5,64,56.4,9.1,0.936585365853659
"1433",6,55.7,53.5,9.3,0.719512195121951
"1434",7,58.4,55.9,6.7,0.785365853658537
"1435",2,60.2,58,5.3,0.602439024390244
"1436",1,58.4,56.9,10.3,0.190243902439024
"1437",3,62.9,61.1,12.3,0.902439024390244
"1438",4,61.2,59.8,8.7,0.782926829268293
"1439",5,61.7,55.2,12.6,0.914634146341463
"1440",6,59.9,46.7,16.7,0.726829268292683
"1442",2,58.1,53.3,9.6,0.478048780487805
"1443",1,66,56,12.5,0.485365853658537
"1444",3,61.5,47.2,13.3,0.629268292682927
"1445",4,62.2,50,12.9,0.802439024390244
"1446",5,63.7,55,8.9,0.85609756097561
"1447",6,65.2,56.3,6.6,0.734146341463415
"1448",7,63,51.5,7.4,0.878048780487805
"1449",2,62.6,53.5,7.3,0.760975609756098
"1450",1,59.9,51.5,9.8,0.417073170731707
"1451",3,61.4,55.9,8.6,0.870731707317073
"1452",4,63.6,59.9,12.2,0.714634146341463
"1453",5,65.6,60.2,7.9,0.885365853658537
"1454",6,63,59.4,7,0.621951219512195
"1456",2,62.1,52.1,8,0.731707317073171
"1457",1,60.8,49.4,5.7,0.473170731707317
"1458",3,64.3,58.3,9.3,0.804878048780488
"1459",4,66.1,64,8.1,0.7
"1460",5,67.2,64.8,7.5,0.729268292682927
"1461",6,68.9,63.6,6.4,0.909756097560976
"1462",7,66.9,63.6,8.7,0.88780487804878
"1463",2,69.4,62.8,11.8,0.44390243902439
"1464",1,67.2,58,9.6,0.146341463414634
"1465",3,68.4,62.6,11.7,0.24390243902439
"1466",4,67.1,65.3,9.2,0.670731707317073
"1467",5,71.8,65.3,6.5,0.712195121951219
"1468",6,68.7,66.7,5.9,0.524390243902439
"1469",7,65.7,64.2,10,0.546341463414634
"1470",2,61.7,58.6,10.8,0.268292682926829
"1471",1,63,60.1,7.7,0.292682926829268
"1472",3,63.1,58.4,4.9,0.560975609756098
"1473",4,66.7,61.2,7.3,0.668292682926829
"1474",5,67.2,63.3,9.2,0.534146341463415
"1475",6,69.1,65.9,10.9,0.860975609756098
"1476",7,70.7,67.9,9.6,1
"1477",2,73.5,67.3,6.4,0.573170731707317
"1478",1,70.6,68.7,6.6,0.453658536585366
"1479",3,71.1,69,10.1,0.821951219512195
"1480",4,73.8,65.7,10.1,0.758536585365854
"1481",5,68.3,55.6,6.9,0.75609756097561
"1482",6,70.4,63.4,7.4,0.836585365853659
"1483",7,72.4,68.4,13.5,0.929268292682927
"1484",2,74.3,68.6,12,0.639024390243902
"1485",1,73.2,63.2,8.7,0.434146341463415
"1486",3,71.5,68.8,8.7,0.75609756097561
"1487",4,75.3,69.3,12.1,0.731707317073171
"1488",5,75.4,66.3,7,0.736585365853659
"1489",6,72.2,69,7.2,0.782926829268293
"1490",7,70.8,68.3,5.8,0.941463414634146
"1491",2,70.8,66.9,5.3,0.514634146341463
"1492",1,67.5,64.8,6.8,0.34390243902439
"1493",3,68.2,62.4,9.2,0.441463414634146
"1494",4,66.9,61.9,8.4,0.521951219512195
"1495",5,67.4,60,7.7,0.729268292682927
"1496",6,64.2,57.8,4.6,0.797560975609756
"1497",7,65.3,60.4,5,0.760975609756098
"1498",2,71.3,67.5,10.7,0.463414634146341
"1499",1,74.2,65,9.9,0.370731707317073
"1500",3,71.3,61.3,6.3,0.595121951219512
"1501",4,71.5,64.7,6.6,0.639024390243902
"1502",5,70.6,67.2,8.6,0.560975609756098
"1503",6,73.6,71.8,11.1,0.692682926829268
"1504",7,74.3,72.2,12.3,0.831707317073171
"1505",2,75.9,73.3,9.2,0.551219512195122
"1506",1,75.3,73.3,9.9,0.324390243902439
"1507",3,77.5,69.4,8.5,0.621951219512195
"1508",4,73.1,69,7.9,0.624390243902439
"1509",5,76.5,70,14.7,0.658536585365854
"1510",6,71.5,65.7,6.1,0.602439024390244
"1511",7,74.4,65.7,8.2,0.778048780487805
"1512",2,69.1,62.1,8.5,0.465853658536585
"1513",1,68.3,63.6,9,0.302439024390244
"1514",3,73.8,66.7,10.4,0.685365853658537
"1515",4,69,52.6,10.4,0.607317073170732
"1516",5,70.1,63.3,8.5,0.602439024390244
"1517",6,71.7,66.5,10.4,0.660975609756098
"1518",7,73.4,70,10.1,0.897560975609756
"1519",2,74.4,64.2,8.3,0.575609756097561
"1520",1,67.7,61.7,5.8,0.417073170731707
"1521",3,72.5,66.3,9.5,0.695121951219512
"1522",4,67.7,59.2,6.1,0.570731707317073
"1523",5,70.4,65.7,9.1,0.665853658536585
"1524",6,71.5,67,6.8,0.7
"1525",7,69.2,63.2,9.9,0.753658536585366
"1526",2,63.2,57.5,5.7,0.268292682926829
"1527",1,65.3,57.4,12.7,0.190243902439024
"1528",3,64,59.8,23.8,0.075609756097561
"1529",4,69.9,65.8,15.2,0.580487804878049
"1530",5,70.3,66.8,13.1,0.634146341463415
"1531",6,68.5,66.8,9,0.802439024390244
"1532",7,71.4,68.3,10.3,0.797560975609756
"1533",2,71.9,67,7,0.51219512195122
"1534",1,71.3,67.8,11.9,0.365853658536585
"1535",3,65.1,52.1,7.9,0.634146341463415
"1536",4,64.1,55.9,8.9,0.953658536585366
"1537",5,68.4,61.8,12.4,0.953658536585366
"1538",6,64.5,53.4,14.4,0.9
"1539",7,57.7,47.7,6.4,0.95609756097561
"1540",2,62.6,57.6,6,0.629268292682927
"1541",1,70.6,67.3,11.1,0.358536585365854
"1542",3,71,68.8,8.1,0.712195121951219
"1543",4,71.1,69.3,5.6,0.563414634146341
"1544",5,70,64.4,6.4,0.568292682926829
"1545",6,67.2,57.8,3.7,0.663414634146341
"1547",2,60.7,49.5,12.7,0.546341463414634
"1548",1,57.6,39.4,10.8,0.448780487804878
"1549",3,55.2,41.1,5.3,0.573170731707317
"1550",4,65.4,59.8,11,0.660975609756098
"1551",5,63.1,60.7,11.3,0.607317073170732
"1552",6,60,54.9,17.8,0.575609756097561
"1554",2,62,60.2,14,0.470731707317073
"1555",1,61.3,59.2,9,0.239024390243902
"1556",3,60.5,56.1,4.4,0.248780487804878
"1557",4,60.5,54.2,12.4,0.329268292682927
"1558",5,58.7,53.2,12.9,0.748780487804878
"1559",6,57.3,50.9,5.8,0.917073170731707
"1560",7,55.6,49.7,2.7,0.892682926829268
"1561",2,58.7,55.5,7.7,0.597560975609756
"1562",1,62.2,59.7,13.8,0.224390243902439
"1563",3,54.1,43.8,24.8,0.368292682926829
"1564",4,54.3,42.2,10.1,0.85609756097561
"1565",5,52.8,46.7,5.2,0.268292682926829
"1566",6,59.6,56.6,7.3,0.9
"1567",7,55.9,45.7,14.2,0.924390243902439
"1568",2,50.5,38.8,6.2,0.617073170731707
"1569",1,55.2,47.6,9.3,0.280487804878049
"1570",3,64.5,59,10,0.480487804878049
"1571",4,63.8,61.6,6.8,0.492682926829268
"1572",5,65.6,62.5,11.2,0.702439024390244
"1573",6,60.4,54.3,10.5,0.668292682926829
"1575",2,61.3,58.9,12.2,0.58780487804878
"1576",1,53.7,35.4,21.3,0.35609756097561
"1577",3,57.5,41.6,12.5,0.451219512195122
"1578",4,49.1,29.5,14.1,0.434146341463415
"1579",5,44.7,28.1,14.9,0.775609756097561
"1581",7,51.8,46.3,18.6,1
"1582",2,51,44.8,15.8,0.551219512195122
"1583",1,61.1,52.4,11,0.412195121951219
"1584",3,48.3,41.9,12.5,0.651219512195122
"1585",4,46.2,37.1,4.4,0.839024390243902
"1586",5,55.9,49.9,9.9,0.675609756097561
"1587",6,58.8,56.2,8.4,0.734146341463415
"1588",7,53.6,44.3,12.1,0.948780487804878
"1589",2,47.8,33.6,7.9,0.580487804878049
"1590",1,49.9,42.3,10.5,0.351219512195122
"1591",3,47.4,36.7,18.8,0.758536585365854
"1592",4,47.2,38.2,7.1,0.565853658536585
"1593",5,51.6,46.1,4.6,0.373170731707317
"1594",6,49.4,40.5,10.9,0.775609756097561
"1595",7,54.9,41,16,0.675609756097561
"1596",2,42.1,25.4,13.9,0.524390243902439
"1597",1,51.3,36.2,14.2,0.317073170731707
"1598",3,54.4,44.6,10.8,0.682926829268293
"1599",4,54.8,50.1,9.9,0.860975609756098
"1600",5,54.4,49.5,12.8,0.773170731707317
"1601",6,48.6,43,8.4,0.778048780487805
"1602",7,50.9,44.1,18,0.946341463414634
"1603",2,50.1,47.2,12.3,0.741463414634146
"1604",1,47,42.3,14.4,0.34390243902439
"1605",3,38.8,23.3,21.2,0.721951219512195
"1606",4,37.7,21.4,15.1,0.919512195121951
"1608",6,42.2,34.3,6,0.0975609756097561
"1609",7,48.6,43.1,6.9,0.163414634146341
"1610",2,47,45,6.3,0.182926829268293
"1611",1,43.4,34.6,13.2,0.190243902439024
"1612",3,39.5,26.7,11.2,0.631707317073171
"1613",4,43.8,38.5,9.7,0.88780487804878
"1614",5,52.9,51.3,12.6,0.834146341463415
"1615",6,53.4,49.7,15.6,0.84390243902439
"1616",7,46.4,32.8,12.9,0.736585365853659
"1617",2,43.8,28.3,15.1,0.497560975609756
"1618",1,38.2,24.3,14.6,0.229268292682927
"1619",3,37.9,30.9,6.6,0.982926829268293
"1620",4,41.7,31.3,11.9,0.787804878048781
"1621",5,42.8,37.1,7.6,0.607317073170732
"1622",6,42.7,35.1,6.4,0.602439024390244
"1623",7,36.6,19.2,15.4,0.763414634146341
"1624",2,28.2,9.9,12.8,0.407317073170732
"1625",1,29.9,13.3,7.5,0.326829268292683
"1626",3,43.6,40.4,14.2,0.675609756097561
"1627",4,39.7,26.9,9.7,0.590243902439024
"1628",5,41.2,31.1,8.2,0.734146341463415
"1629",6,29.8,14,13.8,0.880487804878049
"1630",7,18.2,-2.1,17.8,0.985365853658537
"1631",2,36.2,31.3,11.5,0.573170731707317
"1632",1,49.8,48,13.2,0.324390243902439
"1633",3,35.3,22.9,14.1,0.814634146341463
"1634",4,34.8,25.3,7,0.807317073170732
"1635",5,38.8,29,9.7,0.702439024390244
"1636",6,38.9,32.3,6.5,0.760975609756098
"1637",7,39,28.8,12.7,0.741463414634146
"1638",2,44.1,39.3,10.7,0.404878048780488
"1640",3,36.4,25.6,10.2,0.0146341463414634
"1641",4,49.8,46.9,17.5,0.441463414634146
"1642",5,39.1,26.8,9.8,0.385365853658537
"1643",6,37.3,29.4,10.3,0.375609756097561
"1644",7,40.4,29.9,18.2,0.475609756097561
"1645",2,35.8,21.1,14.1,0.18780487804878
"1646",1,44.4,33.6,13.4,0.270142180094787
"1647",3,37.4,28.7,7.1,0.184834123222749
"1648",4,44.3,40.7,15.2,0.682464454976303
"1649",5,46.5,43.7,13.6,0.518957345971564
"1650",6,36.4,19.7,15.4,0.428909952606635
"1651",7,31.7,25.8,8.9,0.542654028436019
"1653",1,24.1,15.9,19.5,0.0829383886255924
"1654",3,18.3,5.7,11,0.706161137440758
"1655",4,35.6,26.3,13.6,0.535545023696682
"1656",5,45,40.9,15.1,0.611374407582938
"1657",6,47.8,45.5,12.6,0.651658767772512
"1658",7,46.8,37.5,12.6,0.552132701421801
"1659",2,29.8,13.4,10.2,0.293838862559242
"1660",1,33.6,24.8,10.8,0.281990521327014
"1661",3,31.6,20.7,6.2,0.251184834123223
"1662",4,40,30.9,8.4,0.677725118483412
"1663",5,41.6,38.5,13.8,0.421800947867299
"1664",6,40.7,36.9,7.6,0.566350710900474
"1665",7,39.9,32.5,4.3,0.554502369668246
"1666",2,42.3,37.5,7.5,0.246445497630332
"1667",1,43.2,40.4,8.4,0.0947867298578199
"1668",3,40.9,34.4,18.6,0.701421800947867
"1669",4,48.9,46.9,17.2,0.457345971563981
"1670",5,41.1,35.1,17.4,0.485781990521327
"1671",6,44.3,39.9,9.7,0.454976303317536
"1672",7,42.1,29.8,20.3,0.502369668246445
"1673",2,38.7,23.1,18.3,0.308056872037915
"1674",1,38,26.4,10.2,0.135071090047393
"1675",3,34,23.1,6.5,0.412322274881517
"1676",4,28.1,14.6,9.8,0.4739336492891
"1677",5,38.7,31.3,10.5,0.481042654028436
"1678",6,37.7,24.2,9.9,0.509478672985782
"1679",7,30.9,14,9,0.563981042654028
"1680",2,28.4,10.8,14.1,0.402843601895735
"1681",1,36.1,23.7,11.5,0.137440758293839
"1682",3,37.5,21,14.4,0.466824644549763
"1683",4,38.1,32.2,9.2,0.604265402843602
"1684",5,46.2,43.9,10.1,0.71563981042654
"1685",6,38.1,33.3,17.8,0.322274881516588
"1686",7,21,9.1,21.5,0.798578199052133
"1687",2,32,24.7,10,0.33175355450237
"1688",1,35.6,32.1,15.2,0.161137440758294
"1689",3,35.9,30.3,19.7,0.64218009478673
"1690",4,30.1,19.1,15.1,0.751184834123223
"1691",5,36.6,32.7,8.7,0.549763033175355
"1692",6,36.1,28.8,14.4,0.665876777251185
"1693",7,31.8,17.3,14,0.732227488151659
"1694",2,37,26.6,10.4,0.471563981042654
"1695",1,47.8,36.9,13.9,0.158767772511848
"1696",3,41.9,29.5,11.7,0.135071090047393
"1697",4,37.1,26.6,6.9,0.265402843601896
"1698",5,40.6,35.2,7.8,0.251184834123223
"1699",6,44,41.7,8.2,0.497630331753554
"1700",7,47.5,44.3,10,0.677725118483412
"1701",2,49.8,46.6,10.1,0.478672985781991
"1702",1,43,31.2,14.3,0.21563981042654
"1703",3,39.1,25.5,13.2,0.400473933649289
"1704",4,44.2,39.9,7.9,0.52132701421801
"1705",5,47.4,45.8,11.5,0.4739336492891
"1706",6,47.8,36.9,21.6,0.66824644549763
"1707",7,33.2,8.8,11.8,0.886255924170616
"1708",2,22.9,0.1,17.8,0.390995260663507
"1709",1,20.8,-1.7,19.8,0.279620853080569
"1710",3,28.9,11.2,9.9,0.585308056872038
"1711",4,36.7,27.5,10.7,0.630331753554502
"1712",5,45.9,42.6,15.3,0.563981042654028
"1713",6,45.9,34.3,17.7,0.696682464454976
"1714",7,35.5,26.4,12.1,0.571090047393365
"1715",2,22.5,7.2,19.3,0.419431279620853
"1716",1,20,2.6,16.1,0.343601895734597
"1717",3,21.9,6.4,10.9,0.997630331753555
"1718",4,36.3,30.9,18.1,0.00710900473933649
"1719",5,29.8,20.7,23.3,0.661137440758294
"1721",7,33,13.4,10.9,0.912322274881517
"1722",2,34.7,23.9,7.5,0.315165876777251
"1723",1,36,32.2,19.4,0.424170616113744
"1724",3,39.2,26.3,21.4,0.898104265402844
"1725",4,39.9,26.4,7.9,0.627962085308057
"1726",5,38.6,20.9,14.8,0.582938388625592
"1727",6,26.4,1.5,17.1,0.786729857819905
"1728",7,35.3,21.9,9.6,0.670616113744076
"1729",2,42.9,36.8,13.1,0.4739336492891
"1730",1,37,30,9.8,0.201421800947867
"1731",3,42,38.3,12.3,0.611374407582938
